0:31:51.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9940, W, Speed (knots): , 3.94, Angle: 72.47, Altitude: 1601.00, Satellites: 9
0:31:53.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9940, W, Speed (knots): , 2.95, Angle: 79.99, Altitude: 1600.10, Satellites: 10
0:31:55.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9940, W, Speed (knots): , 2.00, Angle: 67.95, Altitude: 1599.10, Satellites: 10
0:31:58.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9940, W, Speed (knots): , 2.27, Angle: 83.12, Altitude: 1600.20, Satellites: 10
0:32:0.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9940, W, Speed (knots): , 0.08, Angle: 123.54, Altitude: 1600.90, Satellites: 10
0:32:2.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9939, W, Speed (knots): , 0.99, Angle: 192.08, Altitude: 1601.80, Satellites: 10
0:32:4.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9939, W, Speed (knots): , 2.71, Angle: 101.80, Altitude: 1602.30, Satellites: 10
0:32:7.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9939, W, Speed (knots): , 1.34, Angle: 126.37, Altitude: 1603.40, Satellites: 10
0:32:9.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9939, W, Speed (knots): , 3.67, Angle: 269.66, Altitude: 1603.40, Satellites: 10
0:32:11.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9939, W, Speed (knots): , 1.94, Angle: 276.08, Altitude: 1602.10, Satellites: 10
0:32:13.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9939, W, Speed (knots): , 0.96, Angle: 104.75, Altitude: 1602.30, Satellites: 10
0:32:15.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9939, W, Speed (knots): , 1.25, Angle: 97.64, Altitude: 1602.90, Satellites: 10
0:32:18.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9939, W, Speed (knots): , 2.79, Angle: 81.90, Altitude: 1603.70, Satellites: 10
0:32:20.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9939, W, Speed (knots): , 0.97, Angle: 148.34, Altitude: 1605.50, Satellites: 10
0:32:23.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9939, W, Speed (knots): , 0.61, Angle: 171.89, Altitude: 1607.50, Satellites: 9
0:32:25.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9939, W, Speed (knots): , 0.52, Angle: 223.71, Altitude: 1607.80, Satellites: 9
0:32:27.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9939, W, Speed (knots): , 1.09, Angle: 289.73, Altitude: 1607.40, Satellites: 9
0:32:29.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9939, W, Speed (knots): , 0.50, Angle: 327.49, Altitude: 1606.40, Satellites: 9
0:32:32.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9939, W, Speed (knots): , 0.91, Angle: 1.96, Altitude: 1604.40, Satellites: 10
0:32:34.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9939, W, Speed (knots): , 0.61, Angle: 358.29, Altitude: 1603.50, Satellites: 9
0:32:36.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9939, W, Speed (knots): , 0.96, Angle: 48.88, Altitude: 1602.30, Satellites: 10
0:32:39.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9939, W, Speed (knots): , 0.96, Angle: 48.63, Altitude: 1600.60, Satellites: 10
0:32:41.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9939, W, Speed (knots): , 0.88, Angle: 325.42, Altitude: 1599.90, Satellites: 10
0:32:43.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9939, W, Speed (knots): , 1.53, Angle: 282.32, Altitude: 1599.10, Satellites: 10
0:32:45.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9939, W, Speed (knots): , 1.28, Angle: 297.71, Altitude: 1597.90, Satellites: 10
0:32:48.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9939, W, Speed (knots): , 1.49, Angle: 291.71, Altitude: 1595.70, Satellites: 10
0:32:50.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9940, W, Speed (knots): , 2.28, Angle: 277.10, Altitude: 1595.10, Satellites: 10
0:32:52.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9940, W, Speed (knots): , 1.36, Angle: 275.50, Altitude: 1594.60, Satellites: 10
0:32:54.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9940, W, Speed (knots): , 0.63, Angle: 286.09, Altitude: 1594.50, Satellites: 9
0:32:57.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9940, W, Speed (knots): , 1.44, Angle: 273.63, Altitude: 1593.80, Satellites: 10
0:32:59.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9940, W, Speed (knots): , 0.39, Angle: 17.74, Altitude: 1593.30, Satellites: 10
0:33:1.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9940, W, Speed (knots): , 1.41, Angle: 288.36, Altitude: 1591.90, Satellites: 10
0:33:3.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9941, W, Speed (knots): , 1.28, Angle: 270.14, Altitude: 1591.20, Satellites: 10
0:33:5.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9941, W, Speed (knots): , 0.78, Angle: 249.80, Altitude: 1591.50, Satellites: 10
0:33:8.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9941, W, Speed (knots): , 0.30, Angle: 100.64, Altitude: 1591.60, Satellites: 10
0:33:10.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9941, W, Speed (knots): , 0.63, Angle: 270.02, Altitude: 1591.30, Satellites: 10
0:33:13.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9941, W, Speed (knots): , 0.23, Angle: 302.95, Altitude: 1591.00, Satellites: 10
0:33:15.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9941, W, Speed (knots): , 0.64, Angle: 92.44, Altitude: 1591.00, Satellites: 10
0:33:17.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9941, W, Speed (knots): , 0.31, Angle: 311.01, Altitude: 1590.60, Satellites: 9
0:33:20.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9941, W, Speed (knots): , 0.59, Angle: 225.69, Altitude: 1590.90, Satellites: 10
0:33:22.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9941, W, Speed (knots): , 0.41, Angle: 179.49, Altitude: 1592.20, Satellites: 10
0:33:24.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9941, W, Speed (knots): , 1.26, Angle: 263.51, Altitude: 1592.90, Satellites: 10
0:33:27.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9941, W, Speed (knots): , 0.89, Angle: 247.13, Altitude: 1593.40, Satellites: 10
0:33:29.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9941, W, Speed (knots): , 0.21, Angle: 252.65, Altitude: 1593.60, Satellites: 10
0:33:32.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9941, W, Speed (knots): , 0.23, Angle: 74.30, Altitude: 1593.40, Satellites: 10
0:33:34.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9941, W, Speed (knots): , 0.52, Angle: 273.07, Altitude: 1593.10, Satellites: 10
0:33:37.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9941, W, Speed (knots): , 0.69, Angle: 273.86, Altitude: 1592.90, Satellites: 10
0:33:39.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9941, W, Speed (knots): , 0.11, Angle: 236.43, Altitude: 1592.60, Satellites: 9
0:33:41.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9941, W, Speed (knots): , 0.86, Angle: 262.64, Altitude: 1592.20, Satellites: 9
0:33:43.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9941, W, Speed (knots): , 0.77, Angle: 270.29, Altitude: 1591.80, Satellites: 9
0:33:45.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9941, W, Speed (knots): , 1.13, Angle: 90.33, Altitude: 1591.80, Satellites: 10
0:33:48.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9941, W, Speed (knots): , 0.23, Angle: 306.37, Altitude: 1591.40, Satellites: 10
0:33:50.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9941, W, Speed (knots): , 0.32, Angle: 334.04, Altitude: 1591.10, Satellites: 10
0:33:53.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9941, W, Speed (knots): , 0.45, Angle: 96.46, Altitude: 1590.70, Satellites: 10
0:33:55.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9941, W, Speed (knots): , 0.37, Angle: 252.74, Altitude: 1590.60, Satellites: 9
0:33:58.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9941, W, Speed (knots): , 0.90, Angle: 276.47, Altitude: 1589.80, Satellites: 10
0:34:0.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9941, W, Speed (knots): , 1.58, Angle: 272.69, Altitude: 1589.40, Satellites: 9
0:34:3.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 0.81, Angle: 248.53, Altitude: 1589.50, Satellites: 10
0:34:5.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 0.52, Angle: 149.43, Altitude: 1590.30, Satellites: 10
0:34:8.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 0.41, Angle: 159.02, Altitude: 1591.40, Satellites: 10
0:34:10.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 0.43, Angle: 161.04, Altitude: 1592.00, Satellites: 9
0:34:12.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 0.44, Angle: 246.60, Altitude: 1592.20, Satellites: 10
0:34:14.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 0.51, Angle: 82.70, Altitude: 1592.50, Satellites: 9
0:34:17.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 0.20, Angle: 40.71, Altitude: 1592.40, Satellites: 10
0:34:19.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 0.94, Angle: 65.21, Altitude: 1592.00, Satellites: 10
0:34:21.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9941, W, Speed (knots): , 1.23, Angle: 56.67, Altitude: 1590.90, Satellites: 10
0:34:24.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9941, W, Speed (knots): , 1.41, Angle: 51.23, Altitude: 1588.80, Satellites: 9
0:34:26.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9941, W, Speed (knots): , 0.87, Angle: 20.69, Altitude: 1587.70, Satellites: 10
0:34:28.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9941, W, Speed (knots): , 0.44, Angle: 347.36, Altitude: 1587.20, Satellites: 10
0:34:30.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9941, W, Speed (knots): , 0.40, Angle: 349.02, Altitude: 1586.40, Satellites: 10
0:34:33.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7888N, 111.9941, W, Speed (knots): , 0.74, Angle: 284.28, Altitude: 1585.30, Satellites: 8
0:34:35.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7888N, 111.9942, W, Speed (knots): , 1.03, Angle: 285.43, Altitude: 1584.50, Satellites: 10
0:34:37.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7888N, 111.9942, W, Speed (knots): , 1.45, Angle: 271.65, Altitude: 1583.90, Satellites: 10
0:34:39.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 1.10, Angle: 265.74, Altitude: 1583.30, Satellites: 10
0:34:42.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 1.61, Angle: 260.61, Altitude: 1582.80, Satellites: 10
0:34:44.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 0.20, Angle: 42.39, Altitude: 1582.60, Satellites: 9
0:34:46.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7888N, 111.9942, W, Speed (knots): , 0.51, Angle: 82.01, Altitude: 1582.60, Satellites: 10
0:34:48.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7888N, 111.9942, W, Speed (knots): , 0.29, Angle: 112.69, Altitude: 1583.00, Satellites: 10
0:34:50.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 1.63, Angle: 99.61, Altitude: 1583.80, Satellites: 10
0:34:53.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9941, W, Speed (knots): , 1.12, Angle: 93.37, Altitude: 1585.10, Satellites: 9
0:34:55.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9941, W, Speed (knots): , 0.84, Angle: 226.14, Altitude: 1586.00, Satellites: 10
0:34:58.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 1.82, Angle: 236.08, Altitude: 1588.80, Satellites: 10
0:35:0.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 0.75, Angle: 213.86, Altitude: 1591.20, Satellites: 10
0:35:2.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 2.34, Angle: 241.72, Altitude: 1593.40, Satellites: 10
0:35:4.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9943, W, Speed (knots): , 1.12, Angle: 235.56, Altitude: 1594.90, Satellites: 10
0:35:7.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9943, W, Speed (knots): , 0.84, Angle: 252.62, Altitude: 1595.80, Satellites: 10
0:35:9.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9943, W, Speed (knots): , 0.09, Angle: 129.11, Altitude: 1595.80, Satellites: 9
0:35:11.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9943, W, Speed (knots): , 0.10, Angle: 209.14, Altitude: 1596.20, Satellites: 9
0:35:13.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9943, W, Speed (knots): , 1.31, Angle: 109.23, Altitude: 1597.10, Satellites: 10
0:35:15.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 1.14, Angle: 114.89, Altitude: 1597.80, Satellites: 10
0:35:18.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 0.24, Angle: 38.04, Altitude: 1598.10, Satellites: 10
0:35:20.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 2.12, Angle: 98.12, Altitude: 1598.70, Satellites: 10
0:35:22.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 0.66, Angle: 88.14, Altitude: 1598.80, Satellites: 9
0:35:24.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 2.13, Angle: 98.88, Altitude: 1600.00, Satellites: 10
0:35:27.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 0.78, Angle: 139.83, Altitude: 1602.20, Satellites: 10
0:35:29.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 1.44, Angle: 234.11, Altitude: 1603.30, Satellites: 10
0:35:31.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 0.81, Angle: 173.63, Altitude: 1604.60, Satellites: 9
0:35:33.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9942, W, Speed (knots): , 1.17, Angle: 190.89, Altitude: 1606.40, Satellites: 10
0:35:35.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9942, W, Speed (knots): , 1.92, Angle: 245.67, Altitude: 1607.70, Satellites: 9
0:35:38.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9942, W, Speed (knots): , 2.55, Angle: 253.26, Altitude: 1609.10, Satellites: 10
0:35:40.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9943, W, Speed (knots): , 1.06, Angle: 250.11, Altitude: 1609.90, Satellites: 10
0:35:43.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9943, W, Speed (knots): , 0.18, Angle: 55.77, Altitude: 1610.50, Satellites: 10
0:35:45.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9943, W, Speed (knots): , 1.75, Angle: 257.82, Altitude: 1610.70, Satellites: 9
0:35:47.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9943, W, Speed (knots): , 1.46, Angle: 300.55, Altitude: 1610.00, Satellites: 9
0:35:50.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9943, W, Speed (knots): , 1.10, Angle: 306.31, Altitude: 1608.40, Satellites: 10
0:35:52.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9943, W, Speed (knots): , 1.18, Angle: 38.12, Altitude: 1607.60, Satellites: 10
0:35:54.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9943, W, Speed (knots): , 0.95, Angle: 50.13, Altitude: 1606.90, Satellites: 10
0:35:56.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9943, W, Speed (knots): , 0.65, Angle: 6.34, Altitude: 1605.90, Satellites: 10
0:35:58.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9943, W, Speed (knots): , 0.91, Angle: 65.64, Altitude: 1605.20, Satellites: 10
0:36:0.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9943, W, Speed (knots): , 0.55, Angle: 52.27, Altitude: 1604.40, Satellites: 10
0:36:3.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9943, W, Speed (knots): , 0.43, Angle: 340.16, Altitude: 1603.50, Satellites: 10
0:36:5.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9943, W, Speed (knots): , 0.73, Angle: 51.18, Altitude: 1602.70, Satellites: 10
0:36:8.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9943, W, Speed (knots): , 0.21, Angle: 51.39, Altitude: 1601.90, Satellites: 10
0:36:10.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9943, W, Speed (knots): , 0.45, Angle: 334.59, Altitude: 1601.50, Satellites: 10
0:36:13.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9943, W, Speed (knots): , 0.67, Angle: 36.00, Altitude: 1600.70, Satellites: 9
0:36:15.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9943, W, Speed (knots): , 0.72, Angle: 241.56, Altitude: 1601.90, Satellites: 10
0:36:17.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9943, W, Speed (knots): , 0.57, Angle: 162.96, Altitude: 1603.00, Satellites: 10
0:36:19.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9943, W, Speed (knots): , 0.72, Angle: 214.88, Altitude: 1603.60, Satellites: 10
0:36:21.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9943, W, Speed (knots): , 1.60, Angle: 90.42, Altitude: 1604.20, Satellites: 10
0:36:23.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 1.09, Angle: 73.04, Altitude: 1604.40, Satellites: 9
0:36:25.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 0.42, Angle: 81.21, Altitude: 1604.20, Satellites: 10
0:36:28.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 1.32, Angle: 84.47, Altitude: 1603.80, Satellites: 10
0:36:30.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 0.47, Angle: 317.96, Altitude: 1603.10, Satellites: 10
0:36:32.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 0.37, Angle: 23.75, Altitude: 1602.20, Satellites: 10
0:36:34.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 0.98, Angle: 62.47, Altitude: 1601.30, Satellites: 10
0:36:36.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 0.77, Angle: 54.08, Altitude: 1600.90, Satellites: 9
0:36:39.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 0.57, Angle: 4.24, Altitude: 1600.10, Satellites: 10
0:36:41.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 0.41, Angle: 96.29, Altitude: 1600.00, Satellites: 10
0:36:43.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 0.82, Angle: 71.08, Altitude: 1599.90, Satellites: 9
0:36:45.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 0.70, Angle: 306.90, Altitude: 1599.40, Satellites: 9
0:36:48.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 0.57, Angle: 287.46, Altitude: 1598.50, Satellites: 10
0:36:50.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 0.78, Angle: 278.66, Altitude: 1597.70, Satellites: 10
0:36:52.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 0.79, Angle: 291.72, Altitude: 1596.70, Satellites: 10
0:36:54.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 0.48, Angle: 23.65, Altitude: 1595.80, Satellites: 9
0:36:56.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 0.97, Angle: 285.54, Altitude: 1594.90, Satellites: 8
0:36:58.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 1.15, Angle: 280.93, Altitude: 1593.80, Satellites: 9
0:37:0.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 1.30, Angle: 253.78, Altitude: 1593.30, Satellites: 9
0:37:3.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 0.55, Angle: 156.00, Altitude: 1594.50, Satellites: 10
0:37:5.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 0.36, Angle: 318.38, Altitude: 1594.10, Satellites: 10
0:37:8.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 0.46, Angle: 286.47, Altitude: 1593.20, Satellites: 9
0:37:10.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 0.87, Angle: 280.71, Altitude: 1592.50, Satellites: 10
0:37:12.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 0.27, Angle: 218.78, Altitude: 1592.30, Satellites: 10
0:37:14.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9943, W, Speed (knots): , 0.90, Angle: 245.85, Altitude: 1592.70, Satellites: 9
0:37:16.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9943, W, Speed (knots): , 0.48, Angle: 92.73, Altitude: 1592.90, Satellites: 9
0:37:18.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9943, W, Speed (knots): , 0.71, Angle: 254.06, Altitude: 1593.10, Satellites: 10
0:37:20.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9943, W, Speed (knots): , 0.37, Angle: 204.46, Altitude: 1593.60, Satellites: 9
0:37:23.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 0.70, Angle: 124.92, Altitude: 1594.50, Satellites: 10
